,Unnamed: 0,file,max_detection_conf,detections
10550,40197,94478160-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10551,40202,8be4e972-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10552,40203,8bc4d5c4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10553,40206,90b7ce7e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10554,40208,88d682f4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.308, 0.352, 0.287, 0.439]}]"
10555,40212,96b096c6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10556,40213,899b3504-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10557,40218,8aaeb5c4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10558,40224,8a4122b6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10559,40227,8d0f09f4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10560,40228,8bd883bc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10561,40230,92697efc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.72, 0.027, 0.28, 0.502]}, {'category': '1', 'conf': 0.999, 'bbox': [0.248, 0.149, 0.17, 0.438]}, {'category': '1', 'conf': 0.975, 'bbox': [0.125, 0.248, 0.064, 0.262]}]"
10562,40234,89fee946-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10563,40240,8c210010-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.721, 0.378, 0.122, 0.233]}]"
10564,40247,9322e626-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.416, 0.34, 0.175, 0.332]}, {'category': '1', 'conf': 0.999, 'bbox': [0.719, 0.296, 0.13, 0.221]}]"
10566,40250,93cee516-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10567,40253,918a1cf8-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.185, 0.592, 0.812, 0.394]}, {'category': '1', 'conf': 0.981, 'bbox': [0, 0.682, 0.158, 0.3]}, {'category': '1', 'conf': 0.298, 'bbox': [0.174, 0.687, 0.276, 0.287]}, {'category': '1', 'conf': 0.15, 'bbox': [0.003, 0.828, 0.082, 0.156]}]"
10568,40254,8a813aea-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.236, 0.4, 0.238, 0.293]}]"
10570,40260,938da394-21bc-11ea-a13a-137349068a90.jpg,0.96,"[{'category': '1', 'conf': 0.96, 'bbox': [0.944, 0.66, 0.054, 0.284]}, {'category': '1', 'conf': 0.342, 'bbox': [0.378, 0.579, 0.044, 0.029]}]"
10571,40271,98ec66ae-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.129, 0.772, 0.589, 0.21]}]"
10572,40273,91073bbc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10573,40277,9766d710-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.451, 0.746, 0.309, 0.237]}]"
10575,40288,86a0111c-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.324, 0.436, 0.077, 0.154]}, {'category': '1', 'conf': 0.991, 'bbox': [0.001, 0.493, 0.053, 0.147]}, {'category': '1', 'conf': 0.991, 'bbox': [0.672, 0.555, 0.049, 0.05]}, {'category': '1', 'conf': 0.833, 'bbox': [0.716, 0.561, 0.046, 0.052]}]"
10576,40313,8a78169a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10577,40325,8d3adaac-21bc-11ea-a13a-137349068a90.jpg,0.983,"[{'category': '1', 'conf': 0.983, 'bbox': [0.173, 0.764, 0.67, 0.219]}, {'category': '1', 'conf': 0.927, 'bbox': [0, 0.537, 0.216, 0.447]}, {'category': '1', 'conf': 0.856, 'bbox': [0.109, 0.576, 0.704, 0.408]}, {'category': '1', 'conf': 0.672, 'bbox': [0.072, 0.88, 0.159, 0.101]}, {'category': '1', 'conf': 0.106, 'bbox': [0.223, 0.602, 0.026, 0.024]}]"
10578,40326,9790ae46-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.559, 0.462, 0.135, 0.32]}]"
10579,40327,965adbc8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10580,40329,9879b276-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.609, 0.594, 0.229, 0.353]}]"
10581,40332,99195920-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.108, 0.383, 0.88, 0.603]}, {'category': '1', 'conf': 0.996, 'bbox': [0.005, 0.661, 0.324, 0.324]}]"
10582,40339,91d537f6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10583,40342,95f6596e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10584,40346,8b7cb654-21bc-11ea-a13a-137349068a90.jpg,0.993,"[{'category': '1', 'conf': 0.993, 'bbox': [0.001, 0.027, 0.468, 0.965]}, {'category': '1', 'conf': 0.987, 'bbox': [0.652, 0.383, 0.158, 0.263]}, {'category': '1', 'conf': 0.983, 'bbox': [0.398, 0.387, 0.114, 0.272]}, {'category': '1', 'conf': 0.955, 'bbox': [0.843, 0.412, 0.052, 0.176]}, {'category': '1', 'conf': 0.952, 'bbox': [0.53, 0.412, 0.074, 0.171]}, {'category': '1', 'conf': 0.947, 'bbox': [0.93, 0.421, 0.064, 0.137]}, {'category': '1', 'conf': 0.931, 'bbox': [0.607, 0.368, 0.12, 0.258]}, {'category': '1', 'conf': 0.912, 'bbox': [0.952, 0.637, 0.048, 0.258]}, {'category': '1', 'conf': 0.685, 'bbox': [0.599, 0.388, 0.085, 0.234]}, {'category': '1', 'conf': 0.23, 'bbox': [0.57, 0.416, 0.039, 0.14]}, {'category': '1', 'conf': 0.218, 'bbox': [0.013, 0.072, 0.714, 0.881]}, {'category': '1', 'conf': 0.179, 'bbox': [0.446, 0.396, 0.064, 0.2]}, {'category': '2', 'conf': 0.148, 'bbox': [0.951, 0.64, 0.048, 0.258]}, {'category': '1', 'conf': 0.105, 'bbox': [0.704, 0.397, 0.099, 0.205]}]"
10585,40349,8c3185b6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10586,40350,93b13b2e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10587,40354,94aa58b2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10588,40356,87b112f4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.277, 0.424, 0.062, 0.201]}]"
10590,40365,89c725ba-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10591,40370,86b80e84-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.013, 0.417, 0.75, 0.565]}]"
10592,40373,943be904-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.456, 0.652, 0.197, 0.319]}, {'category': '1', 'conf': 0.125, 'bbox': [0.001, 0.53, 0.072, 0.043]}]"
10595,40377,913f83f0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.463, 0.552, 0.259, 0.337]}, {'category': '1', 'conf': 0.998, 'bbox': [0.746, 0.504, 0.251, 0.355]}]"
10596,40378,886eb908-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10597,40382,98290632-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10599,40385,8d234694-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10600,40387,95745aea-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.88, 0.326, 0.118, 0.659]}, {'category': '1', 'conf': 0.143, 'bbox': [0.16, 0.599, 0.049, 0.036]}, {'category': '1', 'conf': 0.102, 'bbox': [0.236, 0.601, 0.029, 0.019]}]"
10602,40397,919fb36a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.525, 0.561, 0.383, 0.396]}]"
10603,40399,95f33f18-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10605,40412,8bbcbf24-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10607,40420,87e56fe0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10608,40426,90f2b2dc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10609,40428,8c07e292-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.268, 0.016, 0.732, 0.978]}, {'category': '1', 'conf': 0.978, 'bbox': [0.488, 0.499, 0.504, 0.48]}, {'category': '1', 'conf': 0.892, 'bbox': [0.026, 0.786, 0.392, 0.194]}, {'category': '1', 'conf': 0.883, 'bbox': [0.02, 0.665, 0.393, 0.314]}, {'category': '1', 'conf': 0.874, 'bbox': [0.001, 0.648, 0.146, 0.336]}, {'category': '1', 'conf': 0.664, 'bbox': [0.079, 0.874, 0.335, 0.108]}, {'category': '1', 'conf': 0.314, 'bbox': [0.009, 0.789, 0.236, 0.195]}, {'category': '1', 'conf': 0.227, 'bbox': [0.008, 0.823, 0.17, 0.156]}, {'category': '1', 'conf': 0.152, 'bbox': [0.762, 0.547, 0.085, 0.126]}, {'category': '1', 'conf': 0.115, 'bbox': [0.016, 0.866, 0.141, 0.119]}]"
10610,40429,8ce45e3e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.266, 0.375, 0.234, 0.228]}]"
10612,40439,8a3bef6c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10613,40447,8f815e08-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.024, 0.003, 0.914, 0.958]}]"
10614,40451,8957489e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10615,40452,947d4160-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10616,40455,8bad9148-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10617,40458,9198e724-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.007, 0.013, 0.69, 0.867]}]"
10618,40459,888bf266-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10619,40474,9460f28a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.006, 0.014, 0.994, 0.952]}, {'category': '1', 'conf': 0.971, 'bbox': [0, 0.735, 0.076, 0.205]}, {'category': '1', 'conf': 0.962, 'bbox': [0.036, 0.706, 0.241, 0.277]}, {'category': '1', 'conf': 0.737, 'bbox': [0.221, 0.65, 0.148, 0.217]}, {'category': '1', 'conf': 0.187, 'bbox': [0.172, 0.423, 0.82, 0.54]}, {'category': '1', 'conf': 0.143, 'bbox': [0.075, 0.893, 0.19, 0.092]}]"
10620,40475,92f8d7e6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.439, 0.655, 0.554]}]"
10621,40477,93b3225e-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.006, 0.014, 0.918, 0.874]}, {'category': '1', 'conf': 0.14, 'bbox': [0.006, 0.018, 0.17, 0.924]}]"
10622,40481,94cc3900-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.363, 0.362, 0.2, 0.26]}, {'category': '1', 'conf': 0.114, 'bbox': [0.67, 0.528, 0.023, 0.031]}]"
10623,40491,8a639da0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.002, 0.012, 0.997, 0.978]}, {'category': '1', 'conf': 0.997, 'bbox': [0.043, 0.601, 0.376, 0.385]}, {'category': '1', 'conf': 0.866, 'bbox': [0.001, 0.759, 0.057, 0.116]}, {'category': '1', 'conf': 0.558, 'bbox': [0, 0.635, 0.06, 0.255]}, {'category': '1', 'conf': 0.27, 'bbox': [0.094, 0.369, 0.886, 0.598]}]"
10624,40497,8cfd748c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10626,40501,92ae4230-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.004, 0.012, 0.996, 0.988]}, {'category': '1', 'conf': 0.866, 'bbox': [0.018, 0.698, 0.5, 0.29]}, {'category': '1', 'conf': 0.836, 'bbox': [0, 0.765, 0.105, 0.219]}, {'category': '1', 'conf': 0.234, 'bbox': [0, 0.777, 0.18, 0.205]}, {'category': '1', 'conf': 0.232, 'bbox': [0.042, 0.651, 0.932, 0.326]}, {'category': '1', 'conf': 0.152, 'bbox': [0.011, 0.784, 0.316, 0.193]}, {'category': '1', 'conf': 0.106, 'bbox': [0.044, 0.885, 0.356, 0.099]}]"
10627,40502,91c39406-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.578, 0.345, 0.42, 0.62]}]"
10629,40511,893161d8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10630,40520,96757bae-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.007, 0.03, 0.975, 0.952]}, {'category': '1', 'conf': 0.797, 'bbox': [0.139, 0.503, 0.849, 0.473]}, {'category': '1', 'conf': 0.325, 'bbox': [0.391, 0.578, 0.163, 0.153]}, {'category': '2', 'conf': 0.15, 'bbox': [0.404, 0.594, 0.145, 0.133]}]"
10631,40533,8f8e6be8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.277, 0.482, 0.489]}]"
10632,40535,8725b970-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10633,40536,8a591664-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10634,40538,8afb274c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.262, 0.062, 0.734, 0.923]}, {'category': '1', 'conf': 0.975, 'bbox': [0.0, 0.75, 0.202, 0.236]}, {'category': '1', 'conf': 0.55, 'bbox': [0.027, 0.926, 0.177, 0.058]}]"
10635,40545,8856ce2e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.251, 0.456, 0.235, 0.315]}]"
10636,40549,95bda5ec-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.446, 0.401, 0.096, 0.174]}, {'category': '1', 'conf': 0.978, 'bbox': [0.556, 0.438, 0.08, 0.089]}, {'category': '1', 'conf': 0.977, 'bbox': [0.876, 0.438, 0.12, 0.097]}, {'category': '1', 'conf': 0.539, 'bbox': [0.828, 0.45, 0.047, 0.04]}, {'category': '1', 'conf': 0.233, 'bbox': [0.824, 0.447, 0.051, 0.064]}, {'category': '1', 'conf': 0.164, 'bbox': [0.925, 0.446, 0.073, 0.088]}, {'category': '1', 'conf': 0.118, 'bbox': [0.951, 0.438, 0.047, 0.093]}, {'category': '1', 'conf': 0.116, 'bbox': [0.871, 0.447, 0.089, 0.082]}]"
10637,40552,8a51d638-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10638,40554,96d92564-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.584, 0.383, 0.208, 0.351]}]"
10639,40558,975e5356-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.004, 0.02, 0.976, 0.96]}, {'category': '1', 'conf': 0.825, 'bbox': [0.003, 0.572, 0.545, 0.403]}, {'category': '1', 'conf': 0.688, 'bbox': [0.345, 0.129, 0.642, 0.838]}, {'category': '1', 'conf': 0.461, 'bbox': [0.002, 0.011, 0.667, 0.84]}, {'category': '1', 'conf': 0.434, 'bbox': [0.052, 0.363, 0.92, 0.607]}, {'category': '1', 'conf': 0.372, 'bbox': [0.042, 0.587, 0.798, 0.39]}, {'category': '1', 'conf': 0.286, 'bbox': [0.001, 0.69, 0.053, 0.296]}, {'category': '1', 'conf': 0.276, 'bbox': [0.048, 0.847, 0.499, 0.135]}, {'category': '1', 'conf': 0.253, 'bbox': [0.02, 0.23, 0.543, 0.725]}, {'category': '1', 'conf': 0.236, 'bbox': [0.013, 0.764, 0.554, 0.221]}]"
10641,40560,8ff78fd8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10642,40566,8bdb638e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.267, 0.264, 0.094, 0.316]}, {'category': '1', 'conf': 0.999, 'bbox': [0.788, 0.254, 0.212, 0.363]}, {'category': '1', 'conf': 0.413, 'bbox': [0.342, 0.553, 0.034, 0.064]}]"
10643,40570,8c5c84be-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10644,40571,9807fb22-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.374, 0.824, 0.606]}]"
10645,40573,972d8172-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10647,40575,8fe82e26-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10648,40581,8de28b3a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10649,40599,93ae7600-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10650,40603,8a8d3660-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10651,40605,88bd9b18-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.655, 0.325, 0.316]}, {'category': '1', 'conf': 0.988, 'bbox': [0.046, 0.43, 0.068, 0.097]}, {'category': '1', 'conf': 0.981, 'bbox': [0.129, 0.432, 0.036, 0.11]}]"
10653,40607,97a2a9ca-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.068, 0.05, 0.283, 0.612]}]"
10654,40610,8cbf3abe-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.124, 0.706, 0.866, 0.279]}, {'category': '1', 'conf': 0.906, 'bbox': [0, 0.57, 0.993, 0.409]}, {'category': '1', 'conf': 0.865, 'bbox': [0.002, 0.543, 0.115, 0.212]}, {'category': '1', 'conf': 0.616, 'bbox': [0.009, 0.914, 0.168, 0.074]}, {'category': '1', 'conf': 0.153, 'bbox': [0.003, 0.539, 0.137, 0.435]}]"
10655,40618,935da9a0-21bc-11ea-a13a-137349068a90.jpg,0.97,"[{'category': '1', 'conf': 0.97, 'bbox': [0.297, 0.572, 0.242, 0.328]}]"
10657,40633,995a1352-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10658,40635,8a017486-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10659,40640,8e498b82-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10661,40651,95b8a6b4-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.253, 0.583, 0.648, 0.399]}, {'category': '1', 'conf': 0.997, 'bbox': [0, 0.08, 0.198, 0.898]}, {'category': '1', 'conf': 0.857, 'bbox': [0.074, 0.844, 0.248, 0.141]}, {'category': '1', 'conf': 0.473, 'bbox': [0.23, 0.551, 0.429, 0.274]}, {'category': '1', 'conf': 0.266, 'bbox': [0.167, 0.84, 0.148, 0.146]}]"
10663,40665,89f89d70-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10664,40670,95ead3fa-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10666,40672,8e0b35f8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10667,40673,8743eb16-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10668,40680,89c264b2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10669,40682,893841c4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10671,40690,8c5ebf9a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.294, 0.396, 0.353, 0.44]}]"
10674,40698,984eb620-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10675,40700,8ddebd8e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10676,40701,8fe072ee-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10677,40702,967ca794-21bc-11ea-a13a-137349068a90.jpg,0.992,"[{'category': '1', 'conf': 0.992, 'bbox': [0.046, 0.64, 0.801, 0.338]}, {'category': '1', 'conf': 0.927, 'bbox': [0.031, 0.878, 0.187, 0.102]}, {'category': '1', 'conf': 0.901, 'bbox': [0, 0.578, 0.201, 0.407]}, {'category': '1', 'conf': 0.686, 'bbox': [0.001, 0.577, 0.119, 0.403]}]"
10678,40708,8c399198-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10679,40713,8e2e71e4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10680,40729,924d6c44-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10682,40746,970a93ec-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.507, 0.71, 0.253, 0.274]}, {'category': '1', 'conf': 0.995, 'bbox': [0.178, 0.794, 0.129, 0.194]}, {'category': '1', 'conf': 0.9, 'bbox': [0.932, 0.616, 0.067, 0.124]}, {'category': '1', 'conf': 0.123, 'bbox': [0.922, 0.603, 0.077, 0.19]}]"
10683,40751,8e3ff4aa-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10684,40755,8779c48e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.0, 0.224, 0.229, 0.638]}]"
10685,40756,95089f26-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.491, 1.0, 0.496]}, {'category': '1', 'conf': 0.609, 'bbox': [0, 0.732, 0.136, 0.146]}, {'category': '1', 'conf': 0.485, 'bbox': [0, 0.736, 0.176, 0.237]}]"
10686,40776,8dde4b38-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10687,40786,88b5c9ce-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10688,40788,8a5d5ba2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.489, 0.715, 0.427, 0.269]}, {'category': '1', 'conf': 0.159, 'bbox': [0.12, 0.572, 0.056, 0.026]}]"
10689,40789,8dbcbf18-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10691,40797,87e47018-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.219, 0.444, 0.079, 0.284]}, {'category': '1', 'conf': 0.996, 'bbox': [0.503, 0.399, 0.102, 0.156]}]"
10692,40799,92dfc7a6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10693,40800,90139e4e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10694,40805,8d29fa52-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10695,40807,943ef34c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10696,40811,94a8ab02-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.725, 0.532, 0.057, 0.149]}]"
10697,40813,8b9e3914-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10698,40818,8a398e2a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10699,40827,97333ad6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.325, 0.183, 0.672, 0.802]}, {'category': '1', 'conf': 0.839, 'bbox': [0.01, 0.925, 0.178, 0.063]}]"
10701,40829,8fe817ba-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.401, 0.72, 0.147, 0.224]}, {'category': '1', 'conf': 0.984, 'bbox': [0.887, 0.62, 0.104, 0.148]}, {'category': '1', 'conf': 0.952, 'bbox': [0.852, 0.645, 0.025, 0.077]}, {'category': '1', 'conf': 0.165, 'bbox': [0.887, 0.638, 0.062, 0.106]}, {'category': '1', 'conf': 0.155, 'bbox': [0.885, 0.649, 0.031, 0.072]}]"
10702,40830,87388f32-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10703,40838,8f4fdc52-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.805, 0.302, 0.037, 0.104]}, {'category': '1', 'conf': 0.998, 'bbox': [0.476, 0.252, 0.093, 0.123]}]"
10704,40849,8751b5de-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
10705,40852,980b2d38-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.034, 0.017, 0.963, 0.972]}, {'category': '1', 'conf': 0.995, 'bbox': [0.001, 0.689, 0.26, 0.296]}, {'category': '1', 'conf': 0.765, 'bbox': [0.258, 0.577, 0.269, 0.41]}, {'category': '1', 'conf': 0.416, 'bbox': [0.21, 0.431, 0.764, 0.536]}, {'category': '1', 'conf': 0.13, 'bbox': [0.062, 0.898, 0.198, 0.088]}, {'category': '1', 'conf': 0.104, 'bbox': [0.135, 0.562, 0.426, 0.414]}]"
10706,40854,98d6f9d6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
