,file,max_detection_conf,detections
28874,91b53b5e-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.389, 0.022, 0.602, 0.956]}, {'category': '1', 'conf': 0.864, 'bbox': [0, 0.731, 0.251, 0.251]}, {'category': '1', 'conf': 0.835, 'bbox': [0.031, 0.91, 0.212, 0.072]}, {'category': '1', 'conf': 0.832, 'bbox': [0.778, 0.538, 0.218, 0.174]}, {'category': '1', 'conf': 0.699, 'bbox': [0.03, 0.616, 0.862, 0.36]}, {'category': '1', 'conf': 0.692, 'bbox': [0.322, 0.359, 0.678, 0.593]}, {'category': '1', 'conf': 0.329, 'bbox': [0.002, 0.735, 0.108, 0.241]}, {'category': '1', 'conf': 0.298, 'bbox': [0.255, 0.667, 0.454, 0.318]}, {'category': '1', 'conf': 0.293, 'bbox': [0.497, 0.683, 0.108, 0.116]}, {'category': '1', 'conf': 0.222, 'bbox': [0.33, 0.647, 0.659, 0.331]}, {'category': '1', 'conf': 0.203, 'bbox': [0.072, 0.129, 0.646, 0.82]}, {'category': '1', 'conf': 0.104, 'bbox': [0.393, 0.583, 0.021, 0.021]}]"
28885,8d08113a-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.592, 0.72, 0.169, 0.249]}, {'category': '1', 'conf': 0.992, 'bbox': [0.435, 0.367, 0.057, 0.168]}, {'category': '1', 'conf': 0.99, 'bbox': [0.921, 0.584, 0.079, 0.286]}, {'category': '1', 'conf': 0.805, 'bbox': [0.166, 0.29, 0.035, 0.111]}, {'category': '1', 'conf': 0.58, 'bbox': [0.943, 0.388, 0.046, 0.076]}, {'category': '1', 'conf': 0.241, 'bbox': [0.589, 0.322, 0.029, 0.078]}, {'category': '1', 'conf': 0.227, 'bbox': [0.924, 0.574, 0.076, 0.172]}, {'category': '1', 'conf': 0.205, 'bbox': [0.155, 0.269, 0.099, 0.135]}, {'category': '1', 'conf': 0.191, 'bbox': [0.161, 0.277, 0.061, 0.127]}]"
28887,97520ace-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.59, 0.588, 0.077, 0.146]}, {'category': '1', 'conf': 0.477, 'bbox': [0.001, 0.717, 0.008, 0.039]}]"
28888,97688ea2-21bc-11ea-a13a-137349068a90.jpg,0.166,"[{'category': '1', 'conf': 0.166, 'bbox': [0.402, 0.428, 0.025, 0.058]}]"
28893,97597b1a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28894,8d366968-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.685, 0.157, 0.315, 0.822]}]"
28898,8c3c19ae-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28902,89fdc886-21bc-11ea-a13a-137349068a90.jpg,0.152,"[{'category': '1', 'conf': 0.152, 'bbox': [0.219, 0.838, 0.054, 0.063]}]"
28913,90269c56-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28919,8a971dce-21bc-11ea-a13a-137349068a90.jpg,0.962,"[{'category': '1', 'conf': 0.962, 'bbox': [0.09, 0.558, 0.152, 0.181]}, {'category': '1', 'conf': 0.946, 'bbox': [0.435, 0.416, 0.143, 0.271]}, {'category': '1', 'conf': 0.917, 'bbox': [0.338, 0.419, 0.241, 0.274]}, {'category': '1', 'conf': 0.196, 'bbox': [0.186, 0.622, 0.062, 0.105]}, {'category': '1', 'conf': 0.107, 'bbox': [0.092, 0.57, 0.103, 0.157]}]"
28923,9413aac0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28925,89159520-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28927,984f0b84-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.462, 0.321, 0.217, 0.311]}, {'category': '1', 'conf': 0.542, 'bbox': [0.468, 0.404, 0.146, 0.19]}, {'category': '1', 'conf': 0.327, 'bbox': [0.465, 0.395, 0.108, 0.162]}, {'category': '1', 'conf': 0.31, 'bbox': [0, 0.826, 0.073, 0.03]}, {'category': '1', 'conf': 0.168, 'bbox': [0.466, 0.427, 0.101, 0.102]}]"
28928,898a179c-21bc-11ea-a13a-137349068a90.jpg,0.993,"[{'category': '1', 'conf': 0.993, 'bbox': [0.388, 0.029, 0.611, 0.954]}, {'category': '1', 'conf': 0.959, 'bbox': [0.83, 0.804, 0.17, 0.175]}]"
28930,90a93ba2-21bc-11ea-a13a-137349068a90.jpg,0.266,"[{'category': '1', 'conf': 0.266, 'bbox': [0.001, 0.898, 0.025, 0.08]}, {'category': '1', 'conf': 0.101, 'bbox': [0.345, 0.676, 0.02, 0.055]}]"
28933,9087852a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28937,8ce4b9f6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.182, 0.699, 0.08, 0.276]}]"
28938,894c47e6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28939,98f8c494-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28944,964e290a-21bc-11ea-a13a-137349068a90.jpg,0.991,"[{'category': '1', 'conf': 0.991, 'bbox': [0.454, 0.587, 0.474, 0.394]}, {'category': '1', 'conf': 0.973, 'bbox': [0.0, 0.161, 0.412, 0.822]}, {'category': '1', 'conf': 0.89, 'bbox': [0, 0.53, 0.274, 0.447]}, {'category': '1', 'conf': 0.776, 'bbox': [0.01, 0.546, 0.453, 0.431]}, {'category': '1', 'conf': 0.6, 'bbox': [0.136, 0.584, 0.781, 0.395]}, {'category': '1', 'conf': 0.525, 'bbox': [0.075, 0.175, 0.7, 0.787]}, {'category': '1', 'conf': 0.471, 'bbox': [0, 0.714, 0.112, 0.245]}, {'category': '1', 'conf': 0.373, 'bbox': [0.237, 0.773, 0.266, 0.22]}, {'category': '1', 'conf': 0.348, 'bbox': [0.025, 0.708, 0.457, 0.277]}, {'category': '1', 'conf': 0.203, 'bbox': [0.135, 0.139, 0.457, 0.732]}, {'category': '1', 'conf': 0.118, 'bbox': [0.392, 0.582, 0.045, 0.025]}, {'category': '1', 'conf': 0.115, 'bbox': [0.02, 0.702, 0.224, 0.278]}]"
28948,8c377bb0-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.53, 0.845, 0.431, 0.138]}, {'category': '1', 'conf': 0.988, 'bbox': [0.184, 0.712, 0.065, 0.157]}, {'category': '1', 'conf': 0.981, 'bbox': [0.278, 0.781, 0.136, 0.203]}, {'category': '1', 'conf': 0.949, 'bbox': [0.003, 0.691, 0.147, 0.17]}, {'category': '1', 'conf': 0.266, 'bbox': [0, 0.58, 0.09, 0.093]}]"
28955,8b54efde-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28956,88bbbfa0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28964,9060b332-21bc-11ea-a13a-137349068a90.jpg,0.617,"[{'category': '1', 'conf': 0.617, 'bbox': [0.159, 0.599, 0.049, 0.033]}, {'category': '1', 'conf': 0.211, 'bbox': [0.238, 0.6, 0.028, 0.02]}, {'category': '1', 'conf': 0.178, 'bbox': [0.688, 0.937, 0.048, 0.046]}, {'category': '1', 'conf': 0.116, 'bbox': [0.236, 0.6, 0.035, 0.031]}]"
28965,95a75aa8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.271, 0.067, 0.718, 0.919]}, {'category': '1', 'conf': 0.969, 'bbox': [0.002, 0.748, 0.2, 0.239]}, {'category': '1', 'conf': 0.647, 'bbox': [0.027, 0.927, 0.178, 0.057]}, {'category': '1', 'conf': 0.112, 'bbox': [0, 0.747, 0.084, 0.232]}]"
28966,92caccf2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28967,94ca9816-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.804, 0.794, 0.185, 0.133]}]"
28971,88208972-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28972,8df7263a-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.227, 0.578, 0.68, 0.406]}, {'category': '1', 'conf': 0.998, 'bbox': [0, 0.037, 0.234, 0.952]}, {'category': '1', 'conf': 0.95, 'bbox': [0.108, 0.84, 0.225, 0.146]}, {'category': '1', 'conf': 0.2, 'bbox': [0.156, 0.727, 0.442, 0.256]}]"
28979,95b979ea-21bc-11ea-a13a-137349068a90.jpg,0.628,"[{'category': '1', 'conf': 0.628, 'bbox': [0.67, 0.529, 0.025, 0.032]}]"
28983,8ed643ba-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28984,9339bb58-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28988,8fcf09f0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28989,90ecdfe2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
28990,94452e10-21bc-11ea-a13a-137349068a90.jpg,0.787,"[{'category': '1', 'conf': 0.787, 'bbox': [0.792, 0.716, 0.206, 0.178]}]"
28994,96f9ede4-21bc-11ea-a13a-137349068a90.jpg,0.21,"[{'category': '1', 'conf': 0.21, 'bbox': [0.544, 0.417, 0.048, 0.061]}, {'category': '1', 'conf': 0.123, 'bbox': [0.552, 0.418, 0.039, 0.036]}]"
29005,965a1d28-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29007,96edc9e2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.026, 0.384, 0.974, 0.6]}, {'category': '1', 'conf': 0.753, 'bbox': [0.006, 0.645, 0.326, 0.338]}, {'category': '1', 'conf': 0.178, 'bbox': [0.031, 0.622, 0.748, 0.358]}]"
29011,8b83b09e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29016,8745ea7e-21bc-11ea-a13a-137349068a90.jpg,0.213,"[{'category': '1', 'conf': 0.213, 'bbox': [0, 0.462, 0.048, 0.112]}]"
29018,9001a0cc-21bc-11ea-a13a-137349068a90.jpg,0.411,"[{'category': '1', 'conf': 0.411, 'bbox': [0.902, 0.702, 0.095, 0.106]}]"
29024,8aec6518-21bc-11ea-a13a-137349068a90.jpg,0.34,"[{'category': '1', 'conf': 0.34, 'bbox': [0.618, 0.477, 0.065, 0.048]}, {'category': '1', 'conf': 0.16, 'bbox': [0.602, 0.472, 0.089, 0.063]}]"
29031,935513da-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.406, 0.08, 0.34, 0.803]}]"
29032,89bd6674-21bc-11ea-a13a-137349068a90.jpg,0.353,"[{'category': '1', 'conf': 0.353, 'bbox': [0.217, 0.821, 0.111, 0.079]}, {'category': '1', 'conf': 0.181, 'bbox': [0.224, 0.824, 0.066, 0.072]}]"
29033,8784ba74-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.103, 0.443, 0.884, 0.541]}, {'category': '1', 'conf': 0.932, 'bbox': [0.003, 0.648, 0.354, 0.333]}, {'category': '1', 'conf': 0.234, 'bbox': [0.006, 0.63, 0.818, 0.347]}, {'category': '1', 'conf': 0.139, 'bbox': [0.387, 0.578, 0.049, 0.034]}]"
29038,975a3fdc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.405, 0.653, 0.224, 0.319]}]"
29042,972284f2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29045,900f8cd2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29065,924906ea-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.323, 0.767, 0.249, 0.217]}]"
29067,8d810fa4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29071,87f7f48a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29078,917cf000-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29080,94146032-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.879, 0.577, 0.12, 0.21]}, {'category': '1', 'conf': 0.996, 'bbox': [0.687, 0.449, 0.062, 0.158]}, {'category': '1', 'conf': 0.994, 'bbox': [0.401, 0.388, 0.047, 0.11]}, {'category': '1', 'conf': 0.98, 'bbox': [0.876, 0.526, 0.055, 0.16]}, {'category': '1', 'conf': 0.298, 'bbox': [0.166, 0.341, 0.034, 0.067]}]"
29084,98084c08-21bc-11ea-a13a-137349068a90.jpg,0.362,"[{'category': '1', 'conf': 0.362, 'bbox': [0, 0.838, 0.087, 0.034]}]"
29087,98c3e300-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.003, 0.668, 0.995]}]"
29090,9865dee0-21bc-11ea-a13a-137349068a90.jpg,0.12,"[{'category': '1', 'conf': 0.12, 'bbox': [0.926, 0.6, 0.072, 0.064]}]"
29091,969e9ce6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29098,88dc5918-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29099,8f779e86-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29100,9901a76c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29102,87892bae-21bc-11ea-a13a-137349068a90.jpg,0.149,"[{'category': '1', 'conf': 0.149, 'bbox': [0.599, 0.403, 0.083, 0.085]}]"
29104,93bf8e4a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.518, 0.243, 0.396]}, {'category': '1', 'conf': 0.998, 'bbox': [0.24, 0.289, 0.069, 0.205]}, {'category': '1', 'conf': 0.981, 'bbox': [0.309, 0.222, 0.11, 0.235]}, {'category': '1', 'conf': 0.974, 'bbox': [0.424, 0.223, 0.088, 0.086]}, {'category': '1', 'conf': 0.927, 'bbox': [0.065, 0.377, 0.049, 0.098]}, {'category': '1', 'conf': 0.108, 'bbox': [0.341, 0.237, 0.074, 0.178]}]"
29110,8e38001a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29112,88791aec-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.335, 0.644, 0.347, 0.334]}]"
29113,968d248e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29116,9341a0de-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29120,8e71f6e4-21bc-11ea-a13a-137349068a90.jpg,0.991,"[{'category': '1', 'conf': 0.991, 'bbox': [0.002, 0.882, 0.122, 0.104]}]"
29126,967699d0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29132,89fe3d20-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.085, 0.661, 0.526, 0.324]}]"
29136,8ace0ece-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29137,8d20ddc8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29139,913fcfd6-21bc-11ea-a13a-137349068a90.jpg,0.17,"[{'category': '1', 'conf': 0.17, 'bbox': [0.554, 0.416, 0.034, 0.022]}]"
29147,86eda1de-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29148,87a1065c-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.71, 0.291, 0.29, 0.606]}, {'category': '1', 'conf': 0.995, 'bbox': [0.322, 0.018, 0.445, 0.956]}, {'category': '1', 'conf': 0.987, 'bbox': [0.002, 0.02, 0.475, 0.952]}]"
29150,93a26d06-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.147, 0.166, 0.651, 0.759]}]"
29156,8cf030ce-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29158,944b8fd0-21bc-11ea-a13a-137349068a90.jpg,0.989,"[{'category': '1', 'conf': 0.989, 'bbox': [0.662, 0.021, 0.189, 0.952]}]"
29159,8cfbb908-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29168,95b5d98e-21bc-11ea-a13a-137349068a90.jpg,0.112,"[{'category': '1', 'conf': 0.112, 'bbox': [0.554, 0.417, 0.034, 0.118]}]"
29169,94b562c0-21bc-11ea-a13a-137349068a90.jpg,0.16,"[{'category': '1', 'conf': 0.16, 'bbox': [0.728, 0.448, 0.036, 0.108]}]"
29170,94ee740c-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.154, 0.423, 0.564, 0.565]}]"
29173,8accf606-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29177,8d8ba630-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.674, 0.198, 0.305]}]"
29180,89ce1e92-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.05, 0.013, 0.947, 0.962]}, {'category': '1', 'conf': 0.98, 'bbox': [0.003, 0.689, 0.253, 0.296]}, {'category': '1', 'conf': 0.368, 'bbox': [0.05, 0.902, 0.206, 0.083]}, {'category': '1', 'conf': 0.147, 'bbox': [0.266, 0.414, 0.732, 0.553]}, {'category': '1', 'conf': 0.102, 'bbox': [0.283, 0.562, 0.298, 0.413]}]"
29181,91387be6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29184,8e089816-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.856, 0.207, 0.143, 0.756]}]"
29189,8b2193a0-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.111, 0.689, 0.881, 0.296]}, {'category': '1', 'conf': 0.835, 'bbox': [0.007, 0.916, 0.16, 0.069]}]"
29194,89e26258-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.415, 0.602, 0.36, 0.385]}, {'category': '1', 'conf': -0.737, 'bbox': [0.748, 0.838, 0.248, 0.141]}, {'category': '1', 'conf': 0.617, 'bbox': [0.928, 0.336, 0.07, 0.148]}]"
29197,97b4efc2-21bc-11ea-a13a-137349068a90.jpg,0.34,"[{'category': '1', 'conf': 0.34, 'bbox': [0.607, 0.393, 0.075, 0.095]}]"
29198,94d96ba2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29201,8e7e0b1e-21bc-11ea-a13a-137349068a90.jpg,0.163,"[{'category': '1', 'conf': 0.163, 'bbox': [0.161, 0.616, 0.094, 0.108]}]"
29205,98046b88-21bc-11ea-a13a-137349068a90.jpg,0.784,"[{'category': '1', 'conf': 0.784, 'bbox': [0.185, 0.64, 0.08, 0.092]}, {'category': '1', 'conf': 0.169, 'bbox': [0.185, 0.62, 0.102, 0.101]}]"
29206,86c86acc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.419, 0.465, 0.167, 0.341]}]"
29210,869da616-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.498, 0.159, 0.486, 0.49]}]"
29213,8d1e26f0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29218,888c0bc0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29219,919d891e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29221,87ffd060-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29222,9901f6d6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29226,898fae32-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29227,892690dc-21bc-11ea-a13a-137349068a90.jpg,0.98,"[{'category': '1', 'conf': 0.98, 'bbox': [0.786, 0.752, 0.211, 0.23]}, {'category': '1', 'conf': 0.98, 'bbox': [0.009, 0.017, 0.744, 0.944]}, {'category': '1', 'conf': 0.297, 'bbox': [0.056, 0.754, 0.928, 0.226]}, {'category': '1', 'conf': 0.152, 'bbox': [0.015, 0.231, 0.985, 0.757]}]"
29229,92333e14-21bc-11ea-a13a-137349068a90.jpg,0.181,"[{'category': '1', 'conf': 0.181, 'bbox': [0.528, 0.415, 0.06, 0.04]}, {'category': '1', 'conf': 0.118, 'bbox': [0.522, 0.411, 0.07, 0.057]}]"
29232,8b3d886c-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.789, 0.174, 0.174, 0.484]}]"
29234,90f0cf6c-21bc-11ea-a13a-137349068a90.jpg,0.105,"[{'category': '1', 'conf': 0.105, 'bbox': [0.59, 0.376, 0.062, 0.107]}]"
29235,87876d3c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29237,8a4de604-21bc-11ea-a13a-137349068a90.jpg,0.114,"[{'category': '1', 'conf': 0.114, 'bbox': [0.44, 0.435, 0.06, 0.058]}]"
29238,8ee23d82-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29243,87ea6a7c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.018, 0.476, 0.981, 0.504]}, {'category': '1', 'conf': 0.921, 'bbox': [0.001, 0.671, 0.041, 0.21]}, {'category': '1', 'conf': 0.334, 'bbox': [0.012, 0.671, 0.025, 0.2]}, {'category': '1', 'conf': 0.121, 'bbox': [0, 0.666, 0.176, 0.306]}]"
29259,8c4aa352-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.415, 0.553, 0.281, 0.316]}, {'category': '1', 'conf': 0.635, 'bbox': [0.95, 0.532, 0.021, 0.07]}]"
29260,9481db80-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29272,9744e542-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29275,9093addc-21bc-11ea-a13a-137349068a90.jpg,0.98,"[{'category': '1', 'conf': 0.98, 'bbox': [0.003, 0.904, 0.105, 0.081]}]"
29276,8ff1b66c-21bc-11ea-a13a-137349068a90.jpg,0.21,"[{'category': '1', 'conf': 0.21, 'bbox': [0.601, 0.383, 0.054, 0.093]}]"
29278,95c79ab6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29281,8d910116-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29291,8c77c2c4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29295,8af8e75c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29297,8d841564-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29301,8fc3501a-21bc-11ea-a13a-137349068a90.jpg,0.121,"[{'category': '1', 'conf': 0.121, 'bbox': [0.552, 0.416, 0.027, 0.076]}]"
29303,967caabe-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29304,8684a5d0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29306,95badb28-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29307,94cc35fe-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29308,8822ed66-21bc-11ea-a13a-137349068a90.jpg,0.209,"[{'category': '1', 'conf': 0.209, 'bbox': [0.639, 0.942, 0.103, 0.043]}]"
29320,91beb71a-21bc-11ea-a13a-137349068a90.jpg,0.364,"[{'category': '1', 'conf': 0.364, 'bbox': [0.628, 0.458, 0.026, 0.085]}]"
29327,8ff4af8e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.716, 0.487, 0.154, 0.334]}, {'category': '1', 'conf': 0.997, 'bbox': [0.02, 0.58, 0.212, 0.22]}, {'category': '1', 'conf': 0.993, 'bbox': [0.433, 0.556, 0.164, 0.214]}, {'category': '1', 'conf': 0.963, 'bbox': [0.404, 0.356, 0.035, 0.056]}, {'category': '1', 'conf': 0.137, 'bbox': [0.242, 0.359, 0.04, 0.057]}]"
29329,921d037e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29330,934418be-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.194, 0.74, 0.129, 0.238]}, {'category': '1', 'conf': 0.787, 'bbox': [0.42, 0.757, 0.126, 0.115]}, {'category': '1', 'conf': 0.135, 'bbox': [0.421, 0.733, 0.164, 0.155]}, {'category': '1', 'conf': 0.1, 'bbox': [0.425, 0.763, 0.087, 0.099]}]"
29333,8f3d20e4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.264, 0.471, 0.161, 0.49]}]"
29336,8869d0b4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.096, 0.432, 0.505, 0.55]}]"
29338,951ff798-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.498, 0.769, 0.122, 0.216]}, {'category': '1', 'conf': 0.701, 'bbox': [0.49, 0.77, 0.394, 0.212]}, {'category': '1', 'conf': 0.216, 'bbox': [0.496, 0.766, 0.212, 0.223]}]"
29346,88ae1238-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29347,8ec3c8b6-21bc-11ea-a13a-137349068a90.jpg,0.246,"[{'category': '1', 'conf': 0.246, 'bbox': [0.884, 0.894, 0.112, 0.073]}]"
29356,89dd89e0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.298, 0.336, 0.288, 0.463]}]"
29361,91fbfd78-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.214, 0.016, 0.756, 0.984]}, {'category': '1', 'conf': 0.954, 'bbox': [0.0, 0.508, 0.257, 0.468]}, {'category': '1', 'conf': 0.81, 'bbox': [0, 0.516, 0.828, 0.466]}, {'category': '1', 'conf': 0.49, 'bbox': [0.069, 0.067, 0.71, 0.89]}, {'category': '1', 'conf': 0.444, 'bbox': [0.047, 0.651, 0.664, 0.34]}, {'category': '1', 'conf': 0.21, 'bbox': [0.174, 0.682, 0.064, 0.199]}, {'category': '1', 'conf': 0.148, 'bbox': [0.033, 0.927, 0.106, 0.055]}, {'category': '1', 'conf': 0.128, 'bbox': [0.032, 0.678, 0.212, 0.241]}]"
29369,909d2560-21bc-11ea-a13a-137349068a90.jpg,0.298,"[{'category': '1', 'conf': 0.298, 'bbox': [0.683, 0.441, 0.092, 0.221]}, {'category': '1', 'conf': 0.148, 'bbox': [0.691, 0.509, 0.081, 0.148]}]"
29370,9231ef14-21bc-11ea-a13a-137349068a90.jpg,0.934,"[{'category': '1', 'conf': 0.934, 'bbox': [0.788, 0.37, 0.083, 0.055]}, {'category': '1', 'conf': 0.755, 'bbox': [0.0, 0.135, 0.045, 0.122]}]"
29371,96895cbe-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.1, 0.526, 0.422, 0.451]}]"
29372,90d3b1a2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
29376,8ade6206-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.777, 0.185, 0.131, 0.427]}]"
29378,9384c8be-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
